"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2020/07/31","BIGLOBE利用料","-4777","セゾンカード","通信費","インターネット","","0","CFm_SGyCZFBhMG24wXEDvg"
"1","2020/07/31","キャッシュレス・消費者還元分","146","セゾンカード","収入","ポイント還元","","0","cYTM3JB3niHXKWPOVZaISA"
"1","2020/07/31","振込 ジヤン チ- (202008セイカツヒ)","110000","三井住友銀行","収入","生活費","","0","VsEzmsZYoYj8QYEi45c6BQ"
"1","2020/07/30","上下水道料金 06月~07月分","-5317","セゾンカード","水道・光熱費","水道代","","0","v0dKgpU7nzX97V05OiWB5w"
"1","2020/07/28","よしや","-1058","セゾンカード","食費","食料品","","0","9vQH1CBQfrX0iqLY1l5FTQ"
"1","2020/07/26","ニトリ","-2047","セゾンカード","日用品","日用品","","0","CAx5Ttfr7S0XFqlNjbT3wA"
"1","2020/07/25","よしや","-3453","セゾンカード","食費","食料品","","0","fji8o3ShgQFAUJWHAV61Ow"
"1","2020/07/24","よしや","-3034","セゾンカード","食費","食料品","","0","mLAP-lXNIR8I1ssgItPBJg"
"1","2020/07/24","友諠商店","-3555","セゾンカード","食費","食料品","","0","Xc7t1gJ1QzR4uqlCPouh9w"
"1","2020/07/22","シズラー 大塚店 -東京都 豊島区","-2816","セゾンカード","食費","外食","","0","Oj4zXhMchQvD5KbhTpEYgA"
"1","2020/07/19","コーナン商事 王子堀船店 -東京都 北区","-1369","セゾンカード","日用品","日用品","","0","maPMpv6h4HEvpA82L83LIg"
"1","2020/07/18","スーパーシマダヤ大塚店","-3966","セゾンカード","食費","食料品","","0","v_k5nzBiAITVeSA0GrTxiQ"
"1","2020/07/16","まいばすけっと","-479","セゾンカード","食費","食料品","","0","-5SGrmQ-4t3gx2Jxbgnbzg"
"1","2020/07/15","ライフ新大塚店 -東京都 豊島区","-5797","セゾンカード","食費","食料品","","0","FTV1OMbXCbszP8JjfIhp-w"
"1","2020/07/13","東京ガス 1474-640-0085","-2379","セゾンカード","水道・光熱費","ガス・灯油代","","0","ImlSUhMWxmI66sAp7VAjEw"
"1","2020/07/11","よしや","-6510","セゾンカード","食費","食料品","","0","U0oUi3Dn5Ynuvwpcj_V6jA"
"1","2020/07/11","タイムズカーレンタル国内Web予約","-19597","セゾンカード","交通費","その他交通費","","0","CIpiOicpxvWPTvyARxYqYw"
"1","2020/07/11","タイムズカーレンタル国内Web予約","14621","セゾンカード","収入","ポイント還元","","0","HPH048bEas9NeusPiB9M6A"
"1","2020/07/11","ファミリーマート 南大塚三丁目","-739","セゾンカード","食費","食料品","","0","_2UhtxOIFSEfirpF3AKopw"
"1","2020/07/11","アットミヤ","-2180","セゾンカード","趣味・娯楽","旅行","","0","A0wHPtZQNfxFVcV91swu5Q"
"1","2020/07/07","まいばすけっと","-3241","セゾンカード","食費","食料品","","0","bQNzCzvuwpsWkXU42aNtiQ"
"0","2020/07/06","セゾン","-69895","三井住友銀行","現金・カード","カード引き落とし","","1","wZudNr3RZOJGBiumRekK2Q"
"1","2020/07/05","よしや","-5003","セゾンカード","食費","食料品","","0","hxszlI3Ug9YaqZgHKAPd9Q"
"1","2020/07/05","タイムズカーレンタル国内Web予約","-14621","セゾンカード","交通費","その他交通費","","0","H26sCiqiu6J3vpT7smqMBQ"
"1","2020/07/01","まいばすけっと","-1778","セゾンカード","食費","食料品","","0","CD6fwQyx1zpwMYSDqhXplw"
