"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2019/06/30","BIGLOBE利用料 -東京都 品川区","-4703","セゾンカード","通信費","インターネット","","0","x-kGXE43UKa636yba8ml2g"
"1","2019/06/30","よしや","-2136","セゾンカード","食費","食料品","","0","40_-B2naZwNbzmM9kWAUTg"
"1","2019/06/30","マツモトキヨシ新大塚駅前店","-3051","セゾンカード","日用品","ドラッグストア","","0","rP6ZST154RHIFpz3acyjGA"
"1","2019/06/30","割引分","21","セゾンカード","収入","ポイント還元","","0","pqVU1uZAwWFszmBuxZPICw"
"1","2019/06/30","西友 サンシャイン店(卵)","-678","セゾンカード","食費","食料品","","0","8nVJXVIGRd_vLxP-EZcoJg"
"1","2019/06/29","ライフコーポレーション","-10239","セゾンカード","食費","食料品","","0","e3fwxE2P9UwuoHrN16MhNA"
"1","2019/06/25","振込 ジヤン チ- (201907セイカツヒ)","110000","三井住友銀行","収入","生活費","","0","4NP4kn6GpZkW5izuBrhq9g"
"1","2019/06/24","V556825 ANAインターネットチケットレスサービス","-31420","三井住友銀行","趣味・娯楽","旅行","","0","6v_GVajwDcAtbRt077v6EQ"
"1","2019/06/23","全日空 国内スマート eチケット インターネット","-55920","セゾンカード","趣味・娯楽","旅行","","0","O03RPANUad4hRz0a9JHwAA"
"1","2019/06/23","割引分","92","セゾンカード","収入","ポイント還元","","0","u3zvCJ_CLSy2QA9V7Pe8wQ"
"1","2019/06/23","西友 サンシャイン店(牛乳)","-3058","セゾンカード","食費","食料品","","0","uUqMUZoAFrW58Y6p9hgTSQ"
"1","2019/06/22","ETC東日本 (大泉→美女木第二)","-430","セゾンカード","自動車","道路料金","","0","UI1ydR4NP6DZ6WB-3QY7rQ"
"1","2019/06/22","ETC東日本 (美女木第二→大泉)","-430","セゾンカード","自動車","道路料金","","0","cKlb4IkSTpHcBNF-3zAJUQ"
"1","2019/06/22","ETC特別割引 (美女木上→新富町)","-880","セゾンカード","自動車","道路料金","","0","pDD-3BQGnvvpSd3FTwnQbA"
"1","2019/06/22","ETC首都高速 (飯田橋→美女木下)","-770","セゾンカード","自動車","道路料金","","0","PCpsJO_cBmDnBUX_1m5xCg"
"1","2019/06/22","ETC特別割引 (練馬→花園)","-1680","セゾンカード","自動車","道路料金","","0","d3pxcKLeSiiczGV9sQqZ-g"
"1","2019/06/22","ETC特別割引 (花園→練馬)","-1680","セゾンカード","自動車","道路料金","","0","54VsztsVEYeIo0OVJ5kpkg"
"1","2019/06/22","カード ロ-ソン234434","-9970","三井住友銀行","現金・カード","ATM引き出し","","0","5FQoXge1oOmWBsK6_JkWxQ"
"1","2019/06/20","V015037 UBER BV","-1710","三井住友銀行","食費","外食","","0","fwIIVsr9Ejnd0RLbRZU1Ng"
"1","2019/06/17","ライフコーポレーション","-777","セゾンカード","食費","食料品","","0","ZjFJo4sJo804_iHL4uKDSA"
"1","2019/06/12","東京ガス 1474-640-0085","-2711","セゾンカード","水道・光熱費","ガス・灯油代","","0","TgwcaOrVufkGgwcU7QzLfA"
"1","2019/06/11","アトレヴィ大塚","-829","セゾンカード","衣服・美容","衣服","","0","c9WucO6Kuuvw9rxFNy9Gqg"
"1","2019/06/09","友諠商店","-1530","セゾンカード","食費","食料品","","0","-EMWUxSzAtoU6Q-IZin97Q"
"1","2019/06/08","ETC特別割引 (碓氷軽井沢→練馬)","-2900","セゾンカード","自動車","道路料金","","0","7B24hhcuepngV4M5A7C4hg"
"1","2019/06/08","ETC特別割引 (練馬→碓氷軽井沢)","-2900","セゾンカード","自動車","道路料金","","0","aS5RrD9Bvc9OmVnQkCX2TQ"
"1","2019/06/08","ETC東日本 (美女木第二→大泉)","-430","セゾンカード","自動車","道路料金","","0","tJ8FxVK4w-bX5uz0eCkffg"
"1","2019/06/08","ETC首都高速 (東池袋→美女木下)","-650","セゾンカード","自動車","道路料金","","0","d4qtoAeTpE7pkKJzny9WBQ"
"1","2019/06/08","ライフコーポレーション","-5323","セゾンカード","食費","食料品","","0","VB-F7A31JsKfNPYMh3-MNg"
"1","2019/06/08","甘楽パーキングエリア上り線","-689","セゾンカード","食費","食料品","","0","32Fxd_bjpI4BoF366YnwuQ"
"1","2019/06/04","割引分","24","セゾンカード","収入","ポイント還元","","0","29u8pwnoBloPUSkPkyGzwQ"
"1","2019/06/04","西友 サンシャイン店(水産品)","-773","セゾンカード","食費","食料品","","0","t47Q7jAbPn9Gv9KCNR-RXg"
"0","2019/06/04","セゾン","-122466","三井住友銀行","現金・カード","カード引き落とし","","1","nBXQpKzGb0gDn9fOK5fqhA"
"1","2019/06/01","ライフコーポレーション","-2255","セゾンカード","食費","食料品","","0","U6cgNVwfURFnNncGN9xWAg"
"1","2019/06/01","ライフコーポレーション","-8281","セゾンカード","食費","食料品","","0","fUEriXMDD_FCC-NDCw3TyA"
